text,SVM_TFIDF,annotation,sentiment,ENSEMBLE_TFIDF,ENSEMBLE_W2V,SVM_W2V,KNN_TFIDF,KNN_W2V,NV_TFIDF,NV_W2V,RF_TFIDF,RF_W2V
cve 2018 16513  in artifex ghostscript before 9 24  attackers able to supply crafted postscript files could use a type confusion in the setcolor function to crash the interpreter or possibly have unspecified other i   vulmon vulnerability feed  vul   ,1,0,0.7843306,1,1,1,1,1,1,1,1,1
 cyber security hub   certifications a part of    vicious circle    in cyber security space     infosec  security  cybersecurity  databreach  dataprotection  cyberattack  cyberwar  hacker  malware  botnet  ransomware  technews  rt,1,0,0.542933,1,1,1,1,1,1,1,1,1
sometimes  vulnerability can be our greatest weapon,0,0,0.06362958,0,0,1,0,0,0,1,0,0
last week   s windows zero day vulnerability already being exploited in the wild ,0,0,0.5160876,0,0,0,1,1,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,0,0,0.5182381,0,0,0,0,0,0,0,0,0
 in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault  ,0,0,0.7411419,0,0,0,0,0,0,0,0,0
powerpool malware exploits zero day vulnerability   information  security,1,0,0.549533,1,1,1,1,1,1,1,1,1
personal review and thoughts on the children act  a film of questions for our time and definitely not mama mia  ,0,0,0.2968359,0,0,0,0,1,0,0,0,1
google chrome vulnerability compromises your wifi  password  ,1,0,0.2864596,1,1,1,1,1,1,1,1,1
 malware campaign infects thousands of  magento  ecommerce sites    infosec  security  cybersecurity  databreach  dataprotection  cyberattack  cyberwar  hacker  malware  botnet  ransomware  technews  rt,0,0,0.569802,0,0,0,0,0,0,0,0,0
 teamviewer 10 x through 13 x cve 2018 16550   authentication bypass     0day  zeroday  zerodayattack  exploit  security  exploits,1,0,0.35882506,1,1,0,1,1,0,0,1,1
hhs hccic cybersecurity alert  new ryuk ransomware quickly racking up damage   healthcare it news  ,0,0,0.6072415,0,0,0,0,0,0,0,0,0
nord vpn v6 14 31 suffers from local vector dos vulnerability     vpn  security  vulnerability ,1,0,0.8015648,1,1,1,1,1,1,1,1,1
security vulnerability descriptions from  are always fun to read  ,0,0,0.09781662,0,1,1,0,0,0,1,0,1
 what is cybercrime    legal reader    infosec  security  cybersecurity  databreach  dataprotection  cyberattack  cyberwar  hacker  malware  botnet  ransomware  technews  rt,0,0,0.46635577,0,0,0,0,0,0,0,0,0
 found xss vulnerability  in  should i share poc,0,0,0.25392565,0,0,0,0,0,0,0,0,0
nord vpn v6 14 31 suffers from local vector dos vulnerability     vpn  security  vulnerability ,1,0,0.8015648,0,1,0,1,0,1,0,1,1
reposting    via   the oil paintings of dino valls   balance the bare vulnerability of his figures with surreal touches and deceptively elaborate embellishments  and they are just fantastic       art  painting  modernmaster  dinovalls  tarttalks ,1,0,0.13144647,0,1,1,0,0,0,1,1,1
no  it is nothing you have done  microsoft  now  throttle   outlook   skype and  office365 users   birmingham  smallbusiness  brumhour  malware  ransomware  phishing  cryptocurrencymining  virus  trojan  security  identitytheft ,0,0,0.69577694,0,0,0,0,0,0,1,0,0
cve 2018 1353  an information disclosure vulnerability in fortinet fortimanager 6 0 1 and below versions allows a standard user with adom assignment read the interface settings of vdoms unrelated to the assigned ado    ,0,0,0.43776166,0,0,0,0,0,0,0,1,1
last week   s windows zero day vulnerability already being exploited in the wild ,0,0,0.5160876,0,0,0,1,0,0,0,0,0
there is strength in vulnerability    i mean so much strength    do not be afraid to show it ,0,0,0.3071669,0,0,0,0,0,0,0,0,0
         as it was forecasted   cryptojacking is the new  ransomware   information security buzz   cybersecurity,0,0,0.13577795,0,0,0,1,0,0,0,0,0
also includes my feedback on  iotsecurity  it is 2018 still sometimes a responsible disclosure mail is not replied for months  or worse  replied back by a lawyer  need more laws to enforce patching  acknowledge a bug in a fixed timeframe and co operate with researchers ,0,0,0.6183037,0,0,0,0,0,0,0,0,0
last week   s windows zero day vulnerability already being exploited in the wild  ,1,0,0.5160876,1,1,1,0,1,1,1,1,1
critical remote code execution flaw patched in packagist php package repository  ,1,0,0.6084726,1,1,0,1,0,0,1,1,1
why are relationships difficult     because people are difficult af  even the good ones suck a lot of the time  and vulnerability is   ,0,0,0.955003,0,0,0,0,0,0,0,0,0
little commented upon in the disaster that is  universalcredit but absolutely true,0,0,0.1592447,0,0,0,0,0,0,0,0,0
cve 2018 1353  an information disclosure vulnerability in fortinet fortimanager 6 0 1 and below versions allows a standard user with adom assignment read the interface settings of vdoms unrelated to the assigned ado   vulmon vulnerability feed  vul   ,1,0,0.59007096,1,1,1,1,1,1,1,1,1
the latest bytes  bits  amp  pieces   daily digest   thanks to   ransomware  cybersecurity,0,0,0.14767666,0,0,0,0,0,0,0,0,0
vulnerability note vu 598349 problems with automatic dns registration and autodiscovery  was found exploitable with proxy autoconfiguration based on the wpad method  ,1,0,0.2505955,1,1,1,1,1,1,1,1,1
powerpool malware exploits alpc lpe zero day vulnerability   cybersecurity  cyber,0,0,0.3854762,0,0,0,0,0,0,0,0,0
and it would still free  unless of course you would like to donate towards the work   birmingham  smallbusiness  brumhour  malware  ransomware  phishing  cryptocurrencymining  virus  trojan  security  identitytheft,0,0,0.6633209,0,0,0,0,0,0,0,0,0
ddos attack from anonymous catalonia cripples bank of spain website   hackread ,0,0,0.78676856,0,0,0,0,0,0,0,0,0
 cryptojacking is the new  ransomware,0,0,0.038880475,0,0,0,0,0,0,0,0,0
   in stepping forward  ms  kapur  43  and other petitioners admitted to the court that they were criminals under a law routinely used as a cover to harass  blackmail and sexually assault gay people    how many other things are law enforcement using the guise of legality to do this ,0,0,0.64946026,0,0,0,0,0,0,0,0,0
automated decryption of  mirai iot  botnet configuration with  radare2   malwaremustdie  iotsecurity  infosec   cc      ,0,0,0.09151161,0,0,0,0,0,0,0,0,0
reliable tips that will prevent you from being victimized by  ransomware  at  via     ransomwareprotection  ,0,0,0.454532,0,0,0,0,0,0,0,0,0
more on yesterdays example  of  payment received  email and other variant message subject lines   birmingham  smallbusiness  brumhour  malware  ransomware  phishing  cryptocurrencymining  virus  trojan  security  identitytheft,0,0,0.80746144,0,0,0,0,0,0,0,0,0
 cyberwar  anonymous distributed denial of service attacks  analysis of defenses   books,0,0,0.7789262,0,0,0,0,0,0,0,0,0
    that is unacceptable and we should to stop this gouvernement to do so we need more relaxing environment  for security services for our security  less police in our streets mean we are vulnerable for any criminal  activity  enough is enough,1,0,0.5410623,1,1,1,1,1,1,1,1,1
cve 2018 13259  an issue was discovered in zsh before 5 6  shebang lines exceeding 64 characters were truncated  potentially leading to an execve call to a program name that is a substring of the intended one  vulmon vulnerability feed  vulmonfeeds    ,0,0,0.6119089,0,0,0,0,0,0,0,0,0
preventing your network from becoming a botnet ,0,0,0.23716694,0,0,0,0,0,0,0,0,0
lts secure comprehensive  soc provides continuous monitoring for protection of advanced threats using integrated  adaptivesecurityframework  to know more  gt  gt    security  tech  cyberattack  ransomware  cybersecurity,1,0,0.42533642,1,1,0,0,0,1,1,1,1
   2015 math4all india all rights reserved  sql  injection  vulnerability   cxsecurity,1,0,0.662866,1,1,0,1,0,1,1,1,1
copyrights   agarwal siksha samiti 1971 2017 authentication bypass  vulnerability   cxsecurity,1,0,0.46044865,1,1,1,0,1,1,1,1,1
powered by   tech campus india application development  sql  injection  vulnerability   cxsecurity,0,0,0.5478033,0,0,0,1,0,0,0,0,0
brihaspathi skoolcom india software development authentication bypass  vulnerability   cxsecurity,0,0,0.379516,0,0,0,0,0,0,0,0,0
designed and hosted by webgen internet technologies pvt ltd india  sql  injection  vulnerability   cxsecurity,1,0,0.49088034,1,1,1,1,1,1,1,1,1
  or vulnerability in this sense,0,0,0.08694949,0,0,0,0,0,0,0,0,0
   cont d              follows or retweets known russian propaganda sources       follows or retweets known troll botnet accounts,0,0,0.16814023,0,0,0,0,0,0,1,0,0
   cont d              follows or retweets known russian propaganda sources       follows or retweets known troll botnet accounts,1,0,0.16814023,1,1,1,1,0,1,0,1,1
  hii team i have found a security vulnerability in offerup rest ably io  i think domain is not controlled by you let me know what action would u like to take i have submitted the report on hackerone  but there is no further response,0,0,0.83023846,0,0,0,0,0,0,0,0,0
  regardless of that  i think it is one that young gender non con formers believe and it increases their fear and feeling of vulnerability  i think homophobic harassment of  feminine  young men is real  it is bad for men too because we have all internalised that fear growing up ,0,0,0.5220828,0,0,0,0,0,0,0,0,0
designed by tristar software solutions india sql injection vulnerability ,0,0,0.50768995,0,0,0,0,0,0,0,0,0
brihaspathi skoolcom india software development authentication bypass vulnerability ,0,0,0.4153044,0,0,0,0,0,0,0,0,0
developed by jay4web web design company kochi kerala india sql injection vulnerability ,0,0,0.762445,0,0,1,0,0,0,1,0,0
indian society of tele dermatology insted sql injection vulnerability ,1,0,0.6144742,1,1,1,1,1,1,0,1,1
website designed  amp  developed by radical reflex india sql injection vulnerability ,0,0,0.507515,0,0,0,0,0,0,0,0,0
copyright    2017 kannur university india sql injection vulnerability ,0,0,0.7582379,0,0,0,0,0,0,0,0,0
copyrights   agarwal siksha samiti 1971 2017 authentication bypass vulnerability ,1,0,0.49131063,1,1,1,1,1,1,1,1,1
designed and hosted by webgen internet technologies pvt ltd india sql injection vulnerability ,1,0,0.5342532,1,0,0,1,1,1,0,0,1
powered by   tech campus india application development sql injection vulnerability ,1,0,0.60072696,1,1,1,1,1,1,0,1,1
   2015 math4all india all rights reserved sql injection vulnerability ,0,0,0.7145522,0,0,0,0,0,0,0,0,0
many adults are numbered  and you hope to that go rce of an accident ,0,0,0.6664136,0,0,0,0,0,0,0,0,0
malwarebytes  we need you help   vote for us in the 2018 computing  security awards    cybersecurity  infosec  malware  antivirus  ransomware ,0,0,0.4299171,0,0,0,0,0,0,0,0,0
 amcrest cameras ssl key cve 2018 16546   reuse across installations     0day  zeroday  zerodayattack  exploit  security  exploits,0,0,0.4699566,0,0,0,0,0,0,0,0,0
cve 2018 0502  an issue was discovered in zsh before 5 6  the beginning of a    script file was mishandled  potentially leading to an execve call to a program named on the second line  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.7216938,1,1,1,1,1,1,1,1,1
 as she told rock     when you are living on the edge  thatis all that matters to you cause thatis all you have really got  every mission is a potential death sentence  and she nearly died fighting ginji  she loves the game  beyond using violence partially to mask her vulnerability,0,0,0.66685236,0,0,0,0,1,0,0,0,0
firewalls  special hardware appliances and intrusion detection systems  are the main pillars of protection against  ddos  but these all have major limitations  current attack volume levels can easily overload    riskmanagement  cyberrisk,0,0,0.85762995,0,0,0,0,0,0,0,0,0
the power of vulnerability  books  psychology  video2  ,1,0,0.6444457,1,1,1,1,1,1,1,1,1
website maintained by ankur biswas saslab technologies pvt ltd sql injection vulnerability ,1,0,0.72311723,1,1,1,0,1,1,1,1,1
brightbrix   web producer   extending the internet add admin vulnerability ,0,0,0.2369448,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
counterpath x lite 3 0 crash denial of service ,0,0,0.7478747,0,0,0,0,0,0,0,0,0
nullsoft winamp 5 35 stack based denial of service ,1,0,0.741995,1,1,1,1,1,1,1,1,1
ransomware recovery  do not make matters worse ,0,0,0.7006619,0,0,0,0,0,0,0,0,0
  the piece was published on the front page of nyt 12 hours ago  i do think you make a good point regarding the vulnerability of anonymity in these days of rapidly churning online news consumption  i maintain that cloaking anonymous source is an imperative hallmark of journalism ,1,0,0.44964725,1,1,0,1,1,1,1,1,1
 udemy  udemydiscounts  udemydeals  udemyfree  onlinecourses  ethicalhacking  sqlinjection  udemy 100  free  ethical hacking   sql injection attack ,0,0,0.67020315,0,0,0,0,0,0,0,0,0
preventing your network from becoming a botnet ,0,0,0.23716694,0,0,0,0,0,0,0,0,0
news obama themed  ransomware also mines for monero  from   security  infosec,1,0,0.22586447,0,1,0,1,1,1,0,0,1
how sql injection hacks work   programming  sqlinjection  webdevelopment via ,0,0,0.5173689,0,0,0,0,1,0,0,0,1
qualcomm   s  medical gateway has critical  cybersecurity vulnerability    ,1,0,0.5284122,1,0,0,1,0,0,0,1,1
apache struts 2  rce vulnerability cve 2018 11776 is making cybersecurity headlines for the past week as it gets actively exploited by  cybercriminals  if you use f5 asm  waf your application is already protected    ,0,0,0.36989477,0,0,0,0,1,0,0,0,1
suse linux unknown vulnerability  cve 2007 4393  ,0,0,0.42548987,0,0,0,0,1,0,0,0,1
wengo wengophone 2 1 crash denial of service ,0,0,0.9462426,0,0,0,0,0,0,0,0,0
zoidcom 0 6 5 0 6 7 crash denial of service ,1,0,0.9462426,1,1,1,1,1,1,1,1,1
cerb cerbng 0 1 0 2 0 3 0 4 log exec cb unknown vulnerability ,1,0,0.40873805,1,0,0,1,0,0,0,0,1
securitynewsbot     2015 math4all india all rights reserved  sql  injection  vulnerability   cxsecurity ,1,0,0.662866,1,1,0,1,1,1,0,1,1
securitynewsbot  copyrights   agarwal siksha samiti 1971 2017 authentication bypass  vulnerability   cxsecurity ,0,0,0.46044865,0,0,0,0,0,0,0,0,0
securitynewsbot  powered by   tech campus india application development  sql  injection  vulnerability   cxsecurity ,1,0,0.5478033,1,1,1,1,1,1,1,1,1
securitynewsbot  brihaspathi skoolcom india software development authentication bypass  vulnerability   cxsecurity ,0,0,0.379516,0,0,0,0,0,0,0,0,0
securitynewsbot  designed and hosted by webgen internet technologies pvt ltd india  sql  injection  vulnerability   cxsecurity ,0,0,0.49088034,0,0,0,1,1,0,0,0,1
todayis citizen underestimates his her vulnerability    fakenews,1,0,0.23177253,1,1,1,1,1,1,1,1,1
fortinet  fortios cve 2018 9194   robot attack     0day  zeroday  zerodayattack  exploit  security  exploits,0,0,0.48011127,0,0,0,0,0,0,0,0,0
 posted    ,1,0,0.07649751,1,1,1,1,1,1,1,1,1
news obama themed  ransomware also mines for monero    infosec  security post by ,1,0,0.19220664,1,0,0,1,1,0,0,1,1
dell security bug proof of concept new post up     cyberpunk  cyber  giga  mirai  hack  security  i  n  f  o  s  e  c  ddos  attack  blog  blogger ,0,0,0.787414,1,1,0,0,0,0,0,0,1
cve 2018 16511  an issue was discovered in artifex ghostscript before 9 24  a type confusion in  ztype  could be used by remote attackers able to supply crafted postscript to crash the interpreter or possibly have u   vulmon vulnerability feed  vul   ,0,0,0.70990944,0,0,0,1,1,0,0,0,1
 cybersecurity  hacker theoretical and experimental methods for defending against ddos attacks   books,0,0,0.3564091,0,0,0,0,0,0,0,0,0
php blue dragon cms 3 0 index php article id sql injection ,1,0,0.5128872,1,1,1,1,1,1,1,1,1
